Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
DBB,Invesco DB Base Metals Fund,Commodity,"$128,476,091.00 ",2.48%,"107,061",$15.31 ,0.07%,No,No,0.39%,2.19%,1.00%,-1.63%,7.30%,"$9,120,178.00 ","$3,054,180.00 ","$9,120,178.00 ","($31,527,828.00)","($138,718,692.00)","($44,507,522.00)",Metals,2007-01-05,0.75%,N/A,$0.27 ,2019-12-23,$0.27 ,1.78%,0,0.39,3,100.00%,23%,23%,K-1,$14.90 ,$15.33 ,$15.24 ,$15.36 ,60.56,A,A+,C,A-,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XTN,SPDR S&P Transportation ETF,Equity,"$127,906,665.00 ",3.51%,"12,584",$66.58 ,0.23%,No,No,2.64%,3.61%,18.66%,24.21%,35.82%,"($5,164,680.00)","($1,297,778.40)","($7,740,799.60)","($44,266,079.70)","($150,797,378.20)","($474,451,725.20)",Transportation Equities,2011-01-26,0.35%,N/A,$0.75 ,2019-12-23,$0.15 ,1.13%,13.63,1.39,44,27.45%,35%,15%,1099,$63.47 ,$66.15 ,$66.29 ,$66.95 ,64.02,A,A-,A+,A+,A-,A-,A+,5.42,41.41%,47.86%,386.16,0.00%,0.21%
ACES,ALPS Clean Energy ETF,Equity,"$127,676,876.00 ",6.81%,"14,623",$36.06 ,0.19%,No,No,3.04%,8.09%,51.75%,N/A,N/A,"$1,748,208.00 ","$1,748,208.00 ","$6,797,362.00 ","$80,015,132.00 ","$98,588,013.50 ","$98,588,013.50 ",Alternative Energy Equities,2018-06-29,0.65%,N/A,$0.61 ,2019-12-19,$0.14 ,1.68%,31.8,1.12,32,50.15%,39%,20%,1099,$32.80 ,$35.99 ,$35.86 ,$36.21 ,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.06,94.12%,86.60%,368.66,0.00%,64.83%
EWUS,iShares MSCI United Kingdom Small-Cap ETF,Equity,"$127,496,669.00 ",-2.73%,"29,580",$43.16 ,-0.67%,No,No,-0.80%,-0.58%,22.19%,36.95%,37.82%,"$6,492,468.00 ","$4,306,074.50 ","$6,492,468.00 ","$56,848,182.00 ","$83,829,231.00 ","$90,194,231.00 ",Europe Equities,2012-01-25,0.59%,N/A,$1.15 ,2019-12-16,$0.60 ,2.66%,17.33,0.95,260,13.24%,35%,15%,1099,$42.75 ,$44.44 ,$43.09 ,$43.30 ,55.56,B+,C+,C+,A-,A-,B+,A-,6.63,10.89%,78.99%,111.08,5.80%,8.72%
PPTY,PPTY - U.S. Diversified Real Estate ETF,Real Estate,"$126,375,210.00 ",0.57%,"12,830",$32.68 ,0.71%,No,No,1.95%,3.15%,24.45%,N/A,N/A,"$3,205,970.00 ","$3,205,970.00 ","$4,807,060.00 ","$13,530,430.00 ","$103,045,290.00 ","$103,045,290.00 ",Real Estate,2018-03-27,0.53%,N/A,$0.98 ,2019-12-19,$0.25 ,3.02%,31.55,0.59,116,28.89%,39%,20%,1099,$31.53 ,$32.66 ,$32.60 ,$32.79 ,56.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.61,22.35%,13.54%,112.06,0.00%,12.20%
PSCF,Invesco S&P SmallCap Financials ETF,Equity,"$126,362,205.00 ",-1.01%,"5,028",$55.97 ,-0.04%,No,No,0.26%,-1.27%,13.96%,16.92%,57.63%,$0.00 ,$0.00 ,$0.00 ,"($34,958,745.00)","($129,956,143.00)","($52,951,544.50)",Financials Equities,2010-04-07,0.29%,N/A,$1.92 ,2019-12-23,$1.07 ,3.43%,16.23,0.99,139,15.60%,35%,15%,1099,$55.47 ,$57.05 ,$55.82 ,$56.16 ,52.3,A-,B-,B+,C+,A,A-,A-,1.98,3.59%,2.35%,28.66,0.00%,1.68%
PIN,Invesco India ETF,Equity,"$125,784,422.00 ",1.66%,"71,302",$20.18 ,0.10%,No,No,2.46%,1.20%,8.48%,31.15%,24.64%,$0.00 ,$0.00 ,"$18,798,794.50 ","($70,784,528.50)","($142,286,407.00)","($390,500,514.50)",Asia Pacific Equities,2008-03-05,0.82%,Charles Schwab,$5.53 ,2019-12-23,$5.48 ,27.41%,20.2,0.48,126,49.13%,35%,15%,1099,$19.55 ,$20.31 ,N/A,N/A,58.09,B,A,C,B-,B+,C,B-,4.9,79.25%,36.39%,642,4.80%,6.11%
JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,Equity,"$125,089,826.00 ",1.94%,"16,137",$47.21 ,0.25%,No,No,1.01%,3.08%,28.59%,N/A,N/A,"($26,940,624.00)","($29,270,269.00)","($33,863,254.50)","($100,634,247.50)","($145,216,864.25)","($145,216,864.25)",Large Cap Growth Equities,2018-06-07,0.20%,N/A,$0.86 ,2019-12-24,$0.19 ,1.83%,20.72,1.02,458,25.04%,39%,20%,1099,$45.68 ,$47.33 ,$47.10 ,$47.32 ,69.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.03,79.76%,65.01%,155.28,9.66%,5.16%
UOCT,Innovator S&P 500 Ultra Buffer ETF,Volatility,"$124,285,095.00 ",0.59%,"20,325",$25.09 ,0.20%,No,No,0.35%,0.95%,7.38%,N/A,N/A,"($1,249,430.00)",$0.00 ,"($2,497,735.00)","$56,463,737.50 ","$124,239,036.00 ","$124,239,036.00 ",N/A,2018-10-01,0.79%,N/A,$0.00 ,N/A,N/A,0.00%,20.84,0.49,505,23.20%,39%,20%,1099,$24.86 ,$25.09 ,$25.06 ,$25.13 ,59.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BJAN,Innovator S&P 500 Buffer ETF,N/A,"$123,722,340.00 ",1.41%,"66,458",$29.51 ,0.17%,No,No,0.68%,1.56%,13.37%,N/A,N/A,"$80,299,650.00 ","$29,283,395.00 ","$92,651,072.50 ","$91,967,117.50 ","$108,417,907.50 ","$108,417,907.50 ",N/A,2019-01-02,0.79%,N/A,N/A,N/A,N/A,N/A,20.84,-1.75,505,23.20%,39%,20%,1099,$28.88 ,$29.53 ,$29.47 ,$29.58 ,61.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AADR,AdvisorShares Dorsey Wright ADR ETF,Equity,"$123,316,595.00 ",2.76%,"12,106",$55.38 ,0.29%,No,No,1.64%,4.17%,30.97%,30.17%,58.11%,"$16,362,260.25 ","$5,497,976.00 ","$16,362,260.25 ","$1,918,892.25 ","$110,340,857.50 ","$112,593,522.00 ",Foreign Large Cap Equities,2010-07-20,1.10%,N/A,$0.32 ,2019-09-25,$0.01 ,0.57%,20.96,0.99,37,37.38%,35%,15%,1099,$52.90 ,$55.63 ,$55.16 ,$55.56 ,74.94,C,B-,C,A-,C,C+,C,4.15,1.22%,20.38%,195.22,17.30%,1.00%
KOMP,SPDR S&P Kensho New Economies Composite ETF,Equity,"$123,239,461.00 ",4.38%,"36,716",$37.66 ,0.29%,No,No,2.23%,5.88%,33.86%,N/A,N/A,"$5,541,821.40 ","$5,541,821.40 ","$7,925,793.10 ","$104,785,373.10 ","$104,820,087.85 ","$104,820,087.85 ",All Cap Equities,2018-10-22,0.20%,N/A,$0.29 ,2019-12-30,$0.06 ,0.78%,19.74,1.22,386,12.34%,39%,20%,1099,$35.17 ,$37.64 ,$37.51 ,$37.80 ,79.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.41,50.58%,47.65%,148.45,19.43%,10.16%
GSC,GS Connect S&P GSCI Enhanced Commodity ETN,Commodity,"$123,093,480.00 ",-6.26%,"1,202",$23.46 ,-0.72%,No,No,-2.40%,-1.97%,7.02%,2.26%,-15.68%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Commodities,2007-07-31,1.25%,N/A,$0.00 ,N/A,N/A,0.00%,0,0.89,23,83.38%,35%,15%,1099,$22.25 ,$26.30 ,$23.46 ,$23.46 ,48.71,C+,B,C,A+,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESML,iShares ESG MSCI USA Small-Cap ETF,Equity,"$122,720,472.00 ",0.90%,"41,500",$29.18 ,-0.10%,No,No,1.07%,1.69%,20.99%,N/A,N/A,"$8,713,320.00 ","$8,713,320.00 ","$14,459,786.00 ","$98,119,069.50 ","$102,729,227.00 ","$102,729,227.00 ",Small Cap Growth Equities,2018-04-10,0.17%,N/A,$0.32 ,2019-12-16,$0.11 ,1.09%,18.98,1.28,915,4.86%,39%,20%,1099,$28.61 ,$29.19 ,$29.05 ,$29.33 ,67.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.55,96.33%,50.96%,110.11,3.94%,8.88%
RBIN,Nationwide Risk-Based International Equity ETF,Equity,"$122,270,030.00 ",0.65%,605,$25.99 ,0.08%,No,No,0.62%,1.19%,12.80%,N/A,N/A,"($664,100.00)","($17,000.00)","($664,100.00)","($59,097.50)","($1,862,372.50)","($1,862,372.50)",Foreign Large Cap Equities,2017-09-15,0.42%,N/A,$0.68 ,2019-12-19,$0.68 ,2.64%,14.48,0.53,215,10.98%,39%,20%,1099,$25.65 ,$26.01 ,$25.99 ,$25.99 ,61.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.88,51.76%,84.05%,194.83,12.73%,8.54%
DBEM,Xtrackers MSCI Emerging Markets Currency-Hedged Equity Fund,Equity,"$122,188,126.00 ",2.40%,"33,828",$24.33 ,-0.69%,No,No,1.93%,2.23%,16.76%,30.82%,27.85%,$0.00 ,$0.00 ,"$4,745,069.00 ","($12,809,211.00)","($69,234,931.00)","$55,653,417.50 ",Emerging Markets Equities,2011-06-09,0.65%,E*TRADE,$0.62 ,2019-12-18,$0.43 ,2.53%,13.2,0.73,1104,25.77%,35%,15%,1099,$23.50 ,$24.45 ,$24.17 ,$24.45 ,65.88,A,B+,B-,A-,A,A-,A,4.15,32.20%,20.55%,320.11,2.75%,4.18%
RBUS,Nationwide Risk-Based U.S. Equity ETF,Equity,"$121,749,182.00 ",0.95%,667,$31.00 ,0.62%,No,No,1.53%,2.21%,25.60%,N/A,N/A,"($818,792.50)","($56,610.00)","($818,792.50)","($7,716,892.50)","($13,439,475.00)","($13,439,475.00)",Large Cap Blend Equities,2017-09-15,0.30%,N/A,$0.56 ,2019-12-19,$0.56 ,1.83%,17.97,0.64,251,7.46%,39%,20%,1099,$30.19 ,$30.97 ,$31.00 ,$31.00 ,72.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.37,37.61%,46.66%,639.92,13.95%,5.88%
GCC,WisdomTree Continuous Commodity Index Fund,Commodity,"$121,725,617.00 ",-0.43%,"38,759",$18.71 ,-0.11%,No,No,0.21%,0.77%,4.64%,-6.12%,-16.99%,"($3,756,898.00)",$0.00 ,"($3,756,898.00)","($44,581,859.50)","($87,769,081.00)","($91,646,000.68)",Commodities,2008-01-24,0.75%,N/A,$0.00 ,N/A,N/A,0.00%,0,0.23,17,58.92%,23%,23%,K-1,$18.49 ,$18.88 ,$18.68 ,$18.76 ,61.53,B,A-,B-,B-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACWF,iShares Edge MSCI Multifactor Global ETF,Equity,"$120,978,781.00 ",0.92%,"12,925",$31.49 ,-0.16%,No,No,0.80%,1.68%,18.88%,34.58%,N/A,$0.00 ,$0.00 ,$0.00 ,"($87,573,889.50)","$102,487,772.00 ","$104,830,772.00 ",Large Cap Blend Equities,2015-04-28,0.35%,N/A,$0.75 ,2019-12-16,$0.42 ,2.39%,14.25,0.98,460,14.87%,35%,15%,1099,$30.88 ,$31.56 ,$31.44 ,$31.53 ,67.33,C+,B-,B-,N/A,N/A,C+,B+,5.61,22.87%,52.75%,261.52,7.13%,5.02%
EIS,iShares MSCI Israel ETF,Equity,"$120,931,509.00 ",2.51%,"7,492",$58.79 ,0.39%,No,No,1.59%,3.55%,17.41%,29.65%,37.56%,$0.00 ,$0.00 ,$0.00 ,"($17,985,716.50)","($2,708,455.50)","($17,838,857.50)",Large Cap Blend Equities,2008-03-26,0.59%,N/A,$1.18 ,2019-12-16,$1.01 ,2.01%,15.34,1,76,59.20%,35%,15%,1099,$56.35 ,$58.73 ,$58.64 ,$58.97 ,68.22,B,B+,C+,B+,A-,B+,C+,4.01,3.57%,18.52%,82.73,3.45%,5.03%
JPGE,JPMorgan Diversified Return Global Equity ETF,Equity,"$119,495,272.00 ",0.79%,"10,538",$62.71 ,0.03%,No,No,1.00%,1.33%,14.34%,28.70%,45.87%,"($6,279,434.00)","($6,279,434.00)","($25,134,029.00)","($107,590,588.00)","$28,363,024.00 ","$58,224,117.00 ",Large Cap Blend Equities,2014-06-16,0.29%,N/A,$1.89 ,2019-12-23,$0.59 ,3.01%,14.65,0.74,562,4.93%,35%,15%,1099,$61.75 ,$62.68 ,$62.61 ,$62.82 ,64.06,B+,B-,A-,N/A,N/A,B,A-,6.27,91.80%,71.37%,348.08,9.91%,8.16%
FNI,First Trust ISE Chindia Index Fund,Equity,"$118,293,628.00 ",6.45%,"22,345",$42.25 ,-0.38%,No,No,3.10%,7.54%,29.67%,50.55%,56.11%,$0.00 ,$0.00 ,$0.00 ,"($51,213,175.50)","($51,666,908.00)","$8,923,696.80 ",Asia Pacific Equities,2007-05-11,0.59%,N/A,$0.13 ,2019-12-13,$0.03 ,0.31%,22.12,1.08,51,58.24%,35%,15%,1099,$38.37 ,$42.64 ,$42.14 ,$42.41 ,74.07,B+,B+,A-,C+,A+,C+,B-,3.06,3.18%,7.63%,142.86,4.29%,0.93%
FBZ,First Trust Brazil AlphaDEX Fund,Equity,"$118,288,985.00 ",0.46%,"12,712",$17.35 ,1.46%,No,No,0.12%,4.20%,29.10%,64.18%,70.99%,"$1,724,272.00 ","$1,724,272.00 ","$1,724,272.00 ","($29,017,808.50)","($6,977,943.00)","$79,013,971.97 ",Latin America Equities,2011-04-19,0.80%,N/A,$1.57 ,2019-12-13,$1.31 ,8.92%,13.2,0.8,50,34.43%,35%,15%,1099,$16.56 ,$17.73 ,N/A,N/A,63.49,C,C,C,B-,C,B,B+,3.13,16.83%,8.29%,401.81,3.45%,4.56%
NULG,Nuveen ESG Large-Cap Growth ETF,Equity,"$116,279,280.00 ",4.01%,"30,231",$43.10 ,0.40%,No,No,1.92%,5.17%,38.80%,77.51%,N/A,"($14,661,710.00)",$0.00 ,"($4,220,945.00)","$33,182,135.00 ","$85,724,482.00 ","$88,226,926.50 ",Large Cap Growth Equities,2016-12-13,0.35%,N/A,$0.46 ,2019-12-27,$0.46 ,1.06%,29.71,1,106,35.01%,20%,39%,1099,$40.59 ,$43.19 ,N/A,N/A,75.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.73,99.56%,94.03%,40.39,1.56%,9.21%
AIEQ,AI Powered Equity ETF,Equity,"$115,636,645.00 ",2.78%,"22,927",$29.24 ,0.27%,No,No,0.97%,3.72%,24.97%,N/A,N/A,"($2,168,172.50)","($737,342.50)","($2,876,970.00)","($53,830,235.00)","$103,656,435.00 ","$103,656,435.00 ",Large Cap Growth Equities,2017-10-18,0.77%,N/A,$0.16 ,2019-09-20,$0.05 ,0.55%,23.24,1.38,137,21.92%,39%,20%,1099,$28.02 ,$29.30 ,$29.14 ,$29.34 ,71.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.29,33.49%,44.86%,165.43,10.29%,5.67%
DGP,DB Gold Double Long ETN,Commodity,"$115,174,167.00 ",4.45%,"10,045",$31.94 ,1.04%,No,2x,-0.91%,10.48%,12.50%,46.38%,26.20%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($30,669,707.40)","($28,700,742.40)",Leveraged Commodities,2008-02-28,0.75%,N/A,$0.00 ,N/A,N/A,0.00%,0,-0.32,1,100.00%,35%,15%,1099,$28.25 ,$33.30 ,$31.67 ,$32.15 ,63.51,A-,B+,A-,B-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IQDG,WisdomTree International Quality Dividend Growth Fund,Equity,"$114,739,731.00 ",1.42%,"13,525",$32.40 ,0.34%,No,No,1.32%,2.61%,26.42%,39.59%,N/A,$0.00 ,$0.00 ,$0.00 ,"$36,185,578.50 ","$101,170,420.29 ","$102,375,619.28 ",Foreign Large Cap Equities,2016-04-07,0.38%,N/A,$0.62 ,2019-12-23,$0.16 ,1.93%,18.18,0.89,233,32.74%,39%,20%,1099,$31.51 ,$32.37 ,$32.34 ,$32.46 ,68.6,N/A,N/A,B+,N/A,N/A,N/A,N/A,7.11,84.38%,87.27%,102.61,12.66%,10.81%
OIL,iPath Series B S&P GSCI Crude Oil Total Return Index ETN,Commodity,"$113,738,089.00 ",-5.09%,"97,006",$11.94 ,-0.83%,No,No,-3.94%,-4.48%,10.45%,6.97%,N/A,"$40,807,985.47 ","$36,567,235.86 ","$40,890,044.50 ","$28,831,822.87 ","($408,186,742.69)","$312,950,856.40 ",Oil & Gas,2016-11-17,0.75%,N/A,$0.00 ,N/A,N/A,0.00%,0,1.39,1,100.00%,35%,15%,1099,$11.91 ,$13.06 ,$11.86 ,$12.00 ,44.6,B+,A,B,A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SYLD,Cambria Shareholder Yield ETF,Equity,"$113,563,084.00 ",-1.24%,"9,186",$39.81 ,-0.57%,No,No,-0.25%,-1.14%,19.12%,28.07%,44.37%,$0.00 ,$0.00 ,"($2,008,740.50)","($10,595,170.50)","($38,965,189.00)","($120,569,466.50)",All Cap Equities,2013-05-14,0.59%,Interactive Brokers,$0.84 ,2019-12-26,$0.23 ,2.09%,10.35,1.11,101,12.61%,35%,15%,1099,$39.65 ,$40.48 ,$39.71 ,$39.93 ,54.6,B,B,C+,B,A,B-,B-,5.1,24.56%,40.72%,176.04,3.93%,2.41%
QARP,Xtrackers Russell 1000 US QARP ETF,Equity,"$113,405,791.00 ",1.95%,"11,238",$30.60 ,0.20%,No,No,1.18%,3.01%,27.93%,N/A,N/A,$0.00 ,$0.00 ,"($1,495,162.00)","($1,054,804.00)","$88,255,279.50 ","$88,255,279.50 ",Large Cap Growth Equities,2018-04-05,0.19%,N/A,$0.56 ,2019-12-20,$0.19 ,1.81%,18.05,1,351,31.30%,39%,20%,1099,$29.69 ,$30.64 ,$30.57 ,$30.65 ,68.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3,87.37%,72.12%,118.72,5.76%,5.49%
MXDU,Nationwide Maximum Diversification U.S. Core Equity ETF,Equity,"$113,186,520.00 ",2.11%,"1,272",$31.58 ,0.48%,No,No,1.47%,3.44%,24.06%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($3,598,330.00)","($18,596,695.00)","($18,596,695.00)",Large Cap Growth Equities,2017-09-15,0.34%,N/A,$0.52 ,2019-12-19,$0.52 ,1.67%,18.24,0.94,459,15.15%,39%,20%,1099,$30.39 ,$31.59 ,$31.57 ,$31.62 ,80.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.88,16.93%,35.96%,141.77,6.00%,9.32%
JMIN,JPMorgan U.S. Minimum Volatility ETF,Equity,"$112,729,408.00 ",1.26%,"13,066",$31.77 ,0.41%,No,No,1.63%,2.34%,26.29%,N/A,N/A,$0.00 ,$0.00 ,"($36,085.00)","$70,111,617.00 ","$74,075,140.50 ","$74,075,140.50 ",Large Cap Blend Equities,2017-11-08,0.12%,N/A,$0.55 ,2019-12-23,$0.21 ,1.75%,19.79,0.71,220,6.66%,39%,20%,1099,$30.99 ,$31.67 ,$31.73 ,$31.81 ,73.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.52,45.54%,50.13%,579.69,13.33%,6.03%
WPS,iShares International Property ETF,Real Estate,"$112,705,629.00 ",0.20%,"10,061",$38.83 ,-0.03%,No,No,0.70%,2.35%,15.32%,31.98%,33.08%,$0.00 ,$0.00 ,$0.00 ,"($26,486,186.00)","($21,533,823.00)","($52,045,320.00)",Global Real Estate,2007-08-07,0.48%,N/A,$2.64 ,2019-12-16,$1.59 ,6.79%,11.13,0.56,340,23.77%,35%,15%,1099,$37.94 ,$39.17 ,$38.79 ,$38.90 ,61.02,A,B+,B,A,B+,B+,A,5.88,86.72%,60.62%,77.34,0.00%,21.52%
UGL,ProShares Ultra Gold,Commodity,"$112,612,153.00 ",4.73%,"69,089",$51.37 ,1.20%,No,2x,-0.66%,10.57%,36.77%,43.01%,24.11%,"$199,675.50 ","($7,683,814.50)","$199,675.50 ","$1,205,478.50 ","($25,870,238.50)","($10,182,755.41)",Leveraged Commodities,2008-12-01,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,-0.4,1,100.00%,23%,23%,K-1,$45.39 ,$53.53 ,$51.00 ,$51.60 ,63.58,A,B+,B+,B-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAUG,Innovator S&P 500 Power Buffer ETF,Equity,"$111,482,167.00 ",0.77%,"25,934",$25.96 ,0.08%,No,No,0.30%,0.80%,N/A,N/A,N/A,$0.00 ,$0.00 ,"($4,500,555.00)","$85,110,242.50 ","$85,110,242.50 ","$85,110,242.50 ",Large Cap Blend Equities,2019-08-01,0.79%,N/A,N/A,N/A,N/A,N/A,20.84,0.67,1,100.00%,39%,20%,1099,$25.66 ,$25.97 ,$25.92 ,$25.99 ,64.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRW,WisdomTree Global ex-US Real Estate Fund,Real Estate,"$111,205,351.00 ",0.38%,"10,995",$31.47 ,0.03%,No,No,0.80%,2.81%,16.97%,44.78%,45.87%,"$1,557,698.50 ","$1,557,698.50 ","$3,096,498.00 ","($2,832,740.50)","$20,909,044.50 ","($11,257,501.00)",Global Real Estate,2007-06-05,0.58%,2 Platforms,$2.47 ,2019-12-23,$0.57 ,7.88%,13.46,0.76,237,26.14%,35%,15%,1099,$30.56 ,$31.70 ,$31.44 ,$31.51 ,65.65,B-,B+,B-,C,B-,A+,B+,4.78,31.73%,34.01%,85.88,0.00%,20.92%
DGL,Invesco DB Gold Fund,Commodity,"$110,942,449.00 ",2.25%,"39,673",$46.28 ,0.76%,No,No,-0.39%,5.16%,18.84%,24.34%,17.74%,$0.00 ,$0.00 ,$0.00 ,"($44,844,386.00)","($52,956,858.00)","($25,763,652.00)",Precious Metals,2007-01-05,0.75%,N/A,$0.86 ,2019-12-23,$0.86 ,1.87%,0,-0.18,1,100.00%,23%,23%,K-1,$43.54 ,$47.31 ,$46.13 ,$46.38 ,63.53,B+,A-,C+,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNPE,Xtrackers S&P 500 ESG ETF,Equity,"$110,872,868.00 ",1.90%,"11,422",$28.42 ,0.18%,No,No,1.18%,3.24%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$1,399,328.00 ","$74,126,187.50 ","$74,126,187.50 ","$74,126,187.50 ",Large Cap Growth Equities,2019-06-26,0.11%,N/A,$0.33 ,2019-12-20,$0.13 ,1.18%,21.5,0.98,312,29.21%,N/A,N/A,N/A,$27.48 ,$28.50 ,$28.34 ,$28.51 ,70.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.39,89.09%,74.03%,172.66,8.25%,6.37%
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Equity,"$110,812,083.00 ",2.43%,"10,489",$49.25 ,0.31%,No,No,0.90%,3.24%,25.06%,56.11%,N/A,"$2,435,458.00 ","$2,435,458.00 ","$2,435,458.00 ","$46,179,316.50 ","$78,528,858.50 ","$87,470,655.00 ",Mid Cap Growth Equities,2016-02-23,0.35%,N/A,$0.15 ,2019-12-19,$0.07 ,0.31%,30.12,1.29,259,22.01%,39%,20%,1099,$47.56 ,$49.25 ,$48.90 ,$49.52 ,70.37,N/A,N/A,B-,N/A,N/A,N/A,N/A,3.49,19.20%,12.21%,93.35,1.11%,8.28%
CCOR,Cambria Core Equity ETF,Equity,"$110,342,120.00 ",-0.30%,"15,792",$27.89 ,0.25%,No,No,0.22%,0.42%,7.19%,N/A,N/A,"($1,393,710.00)",$0.00 ,"$4,190,630.00 ","$26,020,777.00 ","$102,671,432.00 ","$102,671,432.00 ",Large Cap Growth Equities,2017-05-24,1.23%,N/A,$0.20 ,2019-12-24,$0.04 ,0.73%,19.62,-0.09,48,24.65%,39%,20%,1099,$27.50 ,$28.17 ,$27.82 ,$27.95 ,55.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.23,77.54%,70.63%,323.08,15.34%,6.98%
SCO,ProShares UltraShort Bloomberg Crude Oil,Commodity,"$110,327,924.00 ",8.97%,"2,504,837",$13.24 ,1.69%,Yes,2x,7.99%,7.64%,-40.55%,-59.85%,-71.10%,"($19,827,654.00)","($16,687,603.50)","($11,205,354.00)","$43,887,523.00 ","($40,267,010.00)","$227,987,358.69 ",Leveraged Commodities,2008-11-24,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,-2.12,1,100.00%,23%,23%,K-1,$11.25 ,$13.30 ,$13.10 ,$13.44 ,52.2,A+,A,B,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PKB,Invesco Dynamic Building & Construction ETF,Equity,"$109,970,028.00 ",5.10%,"15,798",$34.89 ,1.19%,No,No,3.39%,4.63%,40.05%,25.30%,70.17%,"($5,054,224.00)","($3,387,851.50)","($5,054,224.00)","($46,230,883.00)","($152,901,209.50)","$8,078,498.00 ",Building & Construction ,2005-10-26,0.60%,N/A,$0.12 ,2019-12-23,$0.03 ,0.36%,15.84,1.2,31,45.76%,35%,15%,1099,$32.83 ,$34.49 ,$34.62 ,$35.04 ,65.58,A,A-,B+,A,A,A,B+,5.19,37.37%,42.74%,67.95,8.06%,8.06%
HDGE,AdvisorShares Ranger Equity Bear ETF,Equity,"$109,258,894.00 ",-2.99%,"298,055",$5.20 ,-0.19%,Yes,No,-2.62%,-5.11%,-33.97%,-42.24%,-56.87%,"$2,658,005.00 ",$0.00 ,"($323,702.00)","$34,255,682.50 ","$32,550,669.25 ","$113,424,745.50 ",Inverse Equities,2011-01-26,3.12%,N/A,$0.01 ,2019-12-27,$0.01 ,0.23%,0,-1.22,69,158.30%,35%,15%,1099,$5.21 ,$5.52 ,$5.16 ,$5.23 ,26.84,C+,A-,C,C,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OUSM,O?�Shares FTSE US Small Cap Quality Dividend ETF,Equity,"$109,163,847.00 ",0.81%,"13,531",$29.83 ,0.00%,No,No,1.51%,1.34%,22.98%,27.20%,N/A,$0.00 ,$0.00 ,$0.00 ,"($10,282,609.00)","$84,725,668.00 ","$84,725,668.00 ",Small Cap Growth Equities,2016-12-30,0.48%,N/A,$0.59 ,2019-12-27,$0.08 ,1.97%,17.59,1.09,244,18.56%,39%,20%,1099,$29.25 ,$29.82 ,$29.73 ,$29.94 ,63.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.54,9.82%,27.05%,222.31,3.97%,3.68%
